PLAYER,TEAM,AGE,FGM_ra,FGA_ra,FGpct_ra,FGM_paint,FGA_paint,FGpct_paint,FGM_mr,FGA_mr,FGpct_mr,FGM_left,FGA_left,FGpct_left,FGM_right,FGA_right,FGpct_right,FGM_break,FGA_break,FGpct_break,oFGM_ra,oFGA_ra,oFGpct_ra,oFGM_paint,oFGA_paint,oFGpct_paint,oFGM_mr,oFGA_mr,oFGpct_mr,oFGM_left,oFGA_left,oFGpct_left,oFGM_right,oFGA_right,oFGpct_right,oFGM_break,oFGA_break,oFGpct_break,GP,W,L,MIN,USGpct,pct_tm_FGM,pct_tm_FGA,pct_tm_3PM,pct_tm_3PA,pct_tm_FTM,pct_tm_FTA,pct_tm_OREB,pct_tm_DREB,pct_tm_REB,pct_tm_AST,pct_tm_TOV,pct_tm_STL,pct_tm_BLK,pct_tm_BLKA,pct_tm_PF,pct_tm_PFD,pct_tm_PTS,OFFRTG_gm,DEFRTG,NETRTG,ASTpct_gm,AST_TO,AST_RATIO,OREBpct_gm,DREBpct_gm,REBpct_gm,TO_RATIO,EFGpct_gm,TSpct_gm,PACE,PACE_40,PIE_gm,MPG,PTS_100,FGM_100,FGA_100,FGpct_100,3PM_100,3PA_100,3Ppct_100,FTM_100,FTA_100,FTpct_100,OREB_100,DREB_100,REB_100,AST_100,TOV_100,STL_100,BLK_100,PF_100,FP_100,DD2,TD3,plus_minus_100,MPP,pct_FGA_2pt,pct_FGA_3pt,pct_PTS_2pt,pct_PTS_2ptMR,pct_PTS_3pt,pct_PTS_fbps,pct_PTS_ft,pct_PTS_off_to,pct_PTS_paint,2FGM_ast,2FGM_uast,3FGM_ast,3FGM_uast,FGM_ast,FGM_uast
KENNEDY BURKE,IND,23,1.1,1.4,80.6,0.6,1.6,38.9,0.1,0.5,25,0.2,0.2,100,0,0,0,0.6,2.1,28.3,5.9,8.9,66.7,3.5,7.9,45.1,2.9,7.5,38.8,0.3,1,30.8,0.2,0.6,36.4,2.5,6.7,37.8,22,6,16,403,18.4,19.2,19.2,22.1,23.4,19,21.3,21.6,7.9,11.4,13,16.1,28,23.5,23.7,14.9,15.8,19.4,98.9,110.5,-11.6,10.4,0.93,12.6,5,5.1,5.1,13.6,50.8,54.6,98.66,82.22,6.8,18.3,19.2,6.9,15.3,44.9,1.8,5.8,31.3,3.6,5.1,71.4,2.3,2.4,4.7,3,3.3,1.7,1,2.9,34.1,0,0,-11.5,48.6,62.2,37.8,52.8,3.8,28.3,11.3,18.9,14.5,49.1,59.5,40.5,100,0,70.2,29.8
KIA NURSE,NYL,24,1,2,52.4,0.4,2.2,17.4,0.3,1.5,22.6,0.1,0.2,33.3,0,0,0,1.4,6,23.6,6.9,10.4,66.1,5.1,12.1,42.5,5.3,14.2,37.2,0.5,1.1,44.4,0.2,0.7,28.6,4,11.7,34.1,21,2,19,578,25.4,19.7,26.9,26.3,32.5,38.9,38,10.4,11.8,11.5,21.1,17.2,12.9,6.7,27,13.5,35.8,24.6,87,102.4,-15.3,17.3,1.04,12.4,1.8,8,5,11.9,33.5,43.5,99,82.5,5.3,27.5,21.4,5.7,20.9,27.3,2.6,10.9,23.8,7.5,8.6,86.4,0.9,4.1,5,4,3.9,0.9,0.3,3.2,33.4,0,0,-15.1,48.4,47.8,52.2,28.9,5.5,36.3,4.7,34.8,18,23.4,32.4,67.6,83.9,16.1,55.9,44.1
KIA VAUGHN,PHO,33,0.8,1.1,72,0.8,1.7,48.6,1.2,2.9,41.3,0,0,0,0,0,0,0,0.1,0,5.1,8.3,61.2,3,8.8,33.7,3.2,7.1,45.2,0.2,0.6,36.4,0.2,0.8,23.1,3.3,8.3,39.6,22,13,9,415,17.5,20.1,18.4,0,0.7,6.3,8.9,32.4,21.4,23.8,16,21.5,17.2,11.5,15.6,21.3,7,15.1,103.4,104.3,-0.9,13.8,1,16.7,6,13,9.7,16.7,48.8,49.9,99.47,82.9,7.3,18.9,15.6,7.2,14.7,48.8,0,0.2,0,1.3,2.2,57.9,2.8,6.5,9.3,3.9,3.9,1.3,0.8,4.5,35,0,0,-0.5,48.1,98.4,1.6,91.9,38.5,0,3,8.1,19.3,53.3,85.5,14.5,0,0,85.5,14.5
KIAH STOKES,NYL,27,1.1,1.8,61.5,0.2,0.4,62.5,0.1,0.2,40,0,0.3,0,0,0.2,0,0.9,3.5,26.3,6.5,10,64.8,5.5,12.5,44.2,5.6,14.7,38,0.5,1.1,47.4,0.2,0.7,33.3,3.6,10.9,33.3,22,2,20,601,12,13.9,14,16.7,20.2,1.8,2.6,23.3,27.4,26.5,12.1,10.2,11.6,40.6,6.3,16,4.8,11.8,86.2,101.7,-15.5,8.3,0.93,13.4,4.4,18.7,11.6,14.4,44.5,45,98.9,82.42,8.3,27.3,10.1,4.1,11,37.2,1.6,6.8,23.5,0.3,0.6,57.1,2.3,9.6,11.8,2.1,2.3,0.9,2.1,3.6,34.2,0,0,-14.9,48.4,38,62,49.2,3.2,47.6,5.6,3.2,2.4,46,77.4,22.6,95,5,84.3,15.7
KIARA LESLIE,WAS,25,0.5,1.1,50,0.5,1.3,37.5,0.1,0.9,11.8,0.1,0.3,50,0,0,0,0.8,2.3,34.9,4.4,6.1,72.2,4.4,9.2,47.7,3.3,7.9,41.3,0.1,0.6,22.2,0.3,0.9,38.5,3.3,9.7,33.5,19,8,11,415,14.5,13.1,15.5,20.2,18.8,9.9,9,20.5,17,17.8,10.4,14,11.3,25,13.8,16.2,9.2,13.4,96.2,97.3,-1.1,7.9,1.11,13.2,3.6,11.4,7.3,11.8,43.1,46.2,94.83,79.02,5.5,21.8,12.9,4.7,13.2,35.2,2.1,5.8,36.2,1.5,1.6,92.3,1.8,5.1,7,2.5,2.2,1.1,0.9,3.3,28.6,0,0,-2,50.8,56.5,43.5,40,3.8,48.6,7.6,11.4,14.3,36.2,47.6,52.4,94.1,5.9,68.4,31.6
KRISTINE ANIGWE,LAS,23,1.4,1.6,88.9,0.4,1.1,31.6,0.1,0.4,28.6,0,0,0,0,0,0,0,0,0,2.2,2.8,77.1,1.6,4.1,40.6,1.6,4.5,36.4,0.5,0.9,50,0.5,1.3,37.5,2.1,5.6,36.5,17,11,6,197,17.9,20.3,16.6,0,0,20.9,27.7,54.5,23.7,30.6,4.1,23.2,20,53.8,50,34.4,25.9,18.4,105.2,98.5,6.7,3.2,0.25,4.8,10.1,15,12.5,19,60.4,60.5,97.96,81.64,7.4,11.6,19.4,8,13.2,60.4,0,0,0,3.5,6.5,53.8,4.5,6.7,11.2,1,4,2.7,1.7,8.2,43.8,0,0,6.2,49.1,100,0,82.1,5.1,0,7.7,17.9,19.2,76.9,71.9,28.1,0,0,71.9,28.1
KYLEE SHOOK,NYL,22,0.6,0.8,75,0.5,1.5,31,0.4,0.9,47.1,0,0.1,0,0,0,0,0.2,0.8,18.8,4.3,6,71.4,2.7,6.7,39.6,2.9,7,41.7,0.2,0.5,42.9,0.1,0.6,14.3,2.2,5.8,37.4,20,2,18,290,15.5,18.3,16.4,6,9.2,12.7,12.8,27.3,22.7,23.7,10.3,16.1,15.2,32.3,27.7,18.1,11.2,15.9,82.9,110.6,-27.7,7.7,0.55,9.3,4.8,14.2,9.3,16.9,42.4,46.8,101.57,84.64,6.1,14.5,13.2,5.2,12.8,40.5,0.5,2.8,17.6,2.3,2.8,82.4,2.4,6.7,9.1,1.8,3.3,1.1,1.6,4.2,31.8,0,0,-27.2,47.1,78.5,21.5,71.6,19.8,11.1,2.5,17.3,12.3,51.9,75.9,24.1,100,0,78.1,21.9
LAUREN COX,IND,22,0.4,0.8,54.5,0.4,1.1,40,0.2,0.8,27.3,0,0,0,0,0,0,0.2,0.4,60,3.2,5.4,60,2.8,6.8,41.1,1.4,4.9,27.9,0.6,1.2,50,0,0.5,0,1.2,4.3,28.3,14,3,11,183,14.1,14,14.6,8.8,6.3,16.2,17.2,26.3,27.7,27.4,22.6,13.9,26.1,22.2,7.7,25,13.4,13.9,94.7,94,0.7,17.1,1.73,23.8,5.8,18.6,12.6,13.8,45.3,50.4,98.17,81.81,10.7,13.1,13.2,4.7,11.3,41.9,0.8,1.6,50,2.9,3.9,73.3,2.6,9.5,12.1,5,2.9,1.6,1.1,5.3,40.2,0,0,3.7,48.1,86,14,60,12,18,4,22,22,48,53.3,46.7,100,0,61.1,38.9
LAYSHIA CLARENDON,NYL,29,1.7,2.1,80,1.3,3.5,37.9,0.1,0.5,22.2,0,0,0,0,0.1,0,0.8,2.3,34.9,6,9.2,65.5,5.7,12.4,46.2,5.1,13.8,36.6,0.4,0.9,50,0.1,0.7,10,3.5,9.8,36,19,2,17,496,21.8,25,19.7,15,12.3,27.6,26.3,6.6,12.3,11.1,40.4,31.3,21.7,0,22.6,24.2,29.5,24.5,87.2,100.2,-13,33.3,1.14,22.8,1.1,8.2,4.6,20.1,51.3,58.4,99.01,82.51,9.8,26.1,21.3,7.2,15.6,46.5,1.5,4.3,34.1,5.4,6.2,87.3,0.6,4.1,4.7,7.2,6.4,1.8,0,5.4,36.8,0,0,-13.4,48.6,72.3,27.7,54.1,1.8,20.6,6.4,25.2,18.3,52.3,25.4,74.6,66.7,33.3,33.8,66.2
LEAONNA ODOM,NYL,22,1.3,1.9,69,0.5,1.4,40,0.1,0.3,33.3,0.1,0.2,66.7,0.1,0.1,50,0.1,0.7,13.3,5,7.4,67.3,4,9.2,43.8,4.1,11.5,35.7,0.2,0.7,33.3,0.1,0.5,28.6,3,8.2,37,22,2,20,453,11.7,17.1,13.2,5.5,6.3,11.4,10.7,37.8,5,12.3,9.2,7.6,21.4,14.5,20.5,17.8,10.7,14.6,88.9,100.3,-11.4,6.9,1.07,11.5,7.1,3.4,5.2,10.8,51.5,56,98.8,82.33,6.2,20.6,13,5.2,10.5,49,0.5,2.2,25,2.2,2.5,87,3.7,1.7,5.4,1.7,1.6,1.6,0.9,4,27.8,0,0,-11.9,48.7,79.6,20.4,71.1,3.3,12.4,13.2,16.5,15.7,67.8,79.1,20.9,100,0,81.3,18.8
LEILANI MITCHELL,WAS,35,0.9,1.4,63.3,0.6,1.4,46.7,0.5,1.1,45.8,0.1,0.2,33.3,0.1,0.1,66.7,1.2,4,29.5,6.8,9.6,71.1,6.2,13.5,45.9,4.7,12.4,38.2,0.2,1,15,0.5,1,47.6,5,13,38.2,22,9,13,673,15.5,14.3,15.4,21.2,23,16.7,15.9,9.4,12.4,11.8,34.3,17.8,13.5,2.8,24.4,17.8,16.4,15.4,102,102.5,-0.5,27.2,3.13,33.9,1.6,8.2,4.8,10.8,48.9,53.3,95.3,79.41,8.9,30.6,15.7,5.5,13.4,40.8,2.2,7.1,30.5,2.5,2.9,87.2,0.8,3.8,4.6,8.9,2.8,1.3,0.1,3.4,35.8,1,0,-0.7,50.4,46.9,53.1,42.1,10.5,41.6,5.7,16.3,17.7,31.6,25,75,75.9,24.1,45.2,54.8
LEXIE BROWN,MIN,26,0.6,1,58.8,0.2,0.6,27.3,0.6,1.8,35.5,0,0.2,0,0,0,0,0.8,2.9,28.6,5.5,7.5,74,3.5,8.2,42.4,2.8,8.2,34.5,0.7,2,35.7,0.5,0.9,54.5,3,9.5,31.5,17,11,6,374,17.1,13.4,17.9,18.4,25.9,14.5,15.4,3.6,13.4,10.7,22.4,16.6,33.7,0,5.7,17,13.5,14.1,102.9,97.1,5.8,16.7,1.71,21.9,0.9,8.6,4.7,12.8,40.5,44.8,96.53,80.45,6.8,22,14.5,5.1,14.8,34.2,1.9,6.9,26.9,2.5,3.2,79.2,0.4,4,4.4,5.5,3.2,4.1,0,3.5,37.2,0,0,5.3,49.9,53.2,46.8,44,20.2,38.5,7.3,17.4,41.3,23.9,45.8,54.2,100,0,65.8,34.2
LINDSAY ALLEN,LVA,25,0.6,0.8,76.5,0.1,0.7,21.4,0.3,0.9,33.3,0.1,0.1,100,0,0,0,0.2,0.8,31.3,3.6,4.8,74.3,2.3,5.5,42.2,2.3,6.4,35.8,0.4,1.2,30.8,0.3,0.8,36.4,2.3,6.7,34.8,21,18,3,284,12.7,12.1,13.3,19.4,21.4,6.3,6.6,9.2,8.3,8.5,34.7,16.7,14.3,6.7,26.9,20,10.8,11.3,102.3,99.2,3.1,25,3.19,37,2.1,5.8,4,11.6,46.3,49,102.49,85.4,6.8,13.5,11.5,4.6,11,41.8,1,3,33.3,1.3,1.6,80,1,2.8,3.8,8.4,2.6,1.2,0.2,3.3,30,0,0,3.5,46.8,73.1,26.9,62.9,17.1,25.7,11.4,11.4,25.7,45.7,59.1,40.9,66.7,33.3,60.7,39.3
MARIE GÜLICH,LAS,26,0.6,0.8,77.8,0.4,0.9,45.5,0.1,0.3,33.3,0,0,0,0,0,0,0,0.3,0,2,3,66.7,1.6,4,39.6,1.8,4.7,38.5,0,0,0,0.1,0.1,100,2.3,4.5,50,12,8,4,119,12,14.4,14.1,0,5.5,6.3,5.2,33.3,20.3,22.8,14,10.6,14.3,27.3,25,32.4,6.8,11.4,102.8,110.4,-7.6,9.1,1.4,17.9,5.1,12.7,9,12.8,50,53.1,100.27,83.56,3.9,9.9,11.7,5.3,10.5,50,0,1.2,0,1.2,1.2,100,2,5.3,7.3,2.8,2,1.6,1.2,9.3,31.2,0,0,-8.9,48.2,88.5,11.5,89.7,6.9,0,6.9,10.3,31,82.8,92.3,7.7,0,0,92.3,7.7
MARINA MABREY,DAL,24,0.7,1,66.7,0.8,1.8,42.4,0.2,0.9,25,0.1,0.2,66.7,0,0,0,2,4.9,40.9,6.9,10.1,68.7,5,10.8,46.4,3.4,8.3,40.9,0.4,0.9,42.9,0.2,0.7,22.2,2.2,5.9,37.4,18,6,12,403,21,22.5,22,36.9,30,9.8,12.1,12.1,20.8,18.3,24.2,26.3,29.8,6.5,22.2,18.8,18.3,21.8,105.7,109,-3.3,18.4,1.39,17.7,2.6,13.5,7.5,12.8,55.1,56.4,97.74,81.45,10.1,22.4,23.1,8.3,19.2,43,4.6,11,41.8,1.9,2.9,66.7,1.3,5.8,7.2,5.2,3.8,3,0.2,4.5,45.5,0,0,-2.5,48.9,42.4,57.6,31.6,4.2,60,6.3,8.4,18.4,27.4,20,80,81.6,18.4,54.4,45.6
MEGAN GUSTAFSON,DAL,24,0.2,0.6,40,0.2,0.7,33.3,0,0.2,0,0,0,0,0,0,0,0,0.1,0,1.4,1.9,76.5,1.6,2.8,56,0.6,1.9,29.4,0.7,1.7,40,0,0.5,0,0.5,2,25,9,4,5,47,16.9,14.8,16.5,0,3.2,24,27.3,46.2,15.2,23.9,6.7,13.3,0,16.7,50,50,29.6,16.5,84.2,100,-15.8,4.3,0.5,4.8,10,10.6,10.3,9.5,28.6,39,99.19,82.66,-0.4,5.3,13.9,4,13.9,28.6,0,1,0,5.9,8.9,66.7,5.9,5,10.9,1,2,0,1,8.9,29.4,0,0,-9.9,47,92.9,7.1,57.1,0,0,0,42.9,0,57.1,75,25,0,0,75,25
MEGAN HUFF,LVA,24,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,4,5,80,0.7,1,71.4,0.2,0.8,20,0,0,0,0,1,0,0,0.8,0,7,6,1,15,18.2,0,13.6,0,25,0,0,66.7,20,30.8,33.3,42.9,0,0,25,42.9,0,0,62.1,80.6,-18.6,14.3,0.33,14.3,13.3,12.5,12.9,42.9,0,0,95.51,79.59,-17.2,2.2,0,0,10.3,0,0,3.4,0,0,0,0,6.9,6.9,13.8,3.4,10.3,0,0,10.3,11.4,0,0,-24.1,52,66.7,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGAN WALKER,NYL,22,0.5,0.6,90,0.3,0.7,46.2,0.2,0.7,33.3,0,0.2,0,0,0,0,0.3,2.2,15,3.9,5.2,74.2,2.1,4.8,44.2,2.1,5,42.2,0.4,1,40,0.2,0.2,100,1.4,4.1,35.6,18,2,16,205,17.2,20.8,21.8,17.1,27.9,4.3,5.7,21.2,12.9,15.3,8.2,8.1,10.5,0,22.6,16.7,8.2,17.2,78.9,111.1,-32.2,6.3,0.86,6.5,4.5,8.4,6.2,7.5,35.9,36.8,100.72,83.94,2,11.4,13.5,5.7,17.9,32.1,1.4,9.9,14,0.7,1.1,60,2.5,3.7,6.2,1.4,1.6,0.9,0,3.4,24.2,0,0,-29.4,47.1,44.9,55.1,64.4,13.6,30.5,11.9,5.1,11.9,50.8,73.7,26.3,100,0,80,20
MERCEDES RUSSELL,SEA,25,0.9,1.4,61.3,0.4,1.5,27.3,0.2,0.6,28.6,0,0,0,0,0,0,0,0,0,3.3,5.2,62.6,1.7,4.8,35.8,2,5.3,37.6,0.2,1.2,15.8,0,0.4,0,1.7,6.2,27,22,18,4,304,15.1,14.2,15.2,0,0,12.4,18,28.6,27.8,28,8.9,16.3,11.8,29.6,22.7,15.6,15.1,12.5,102.5,88.3,14.2,6.7,0.81,11.1,5.3,17.1,11.3,13.7,41,43.8,96.52,80.43,7.6,13.8,12.8,5.3,12.8,41,0,0,0,2.3,4.1,56,2.6,8.9,11.5,2.1,2.6,1.3,1.3,3.4,35.1,0,0,13.5,49.9,100,0,82.1,10.3,0,2.6,17.9,17.9,71.8,87.5,12.5,0,0,87.5,12.5
MIKIAH HERBERT HARRIGAN,MIN,22,0.3,0.4,75,0,0.7,7.1,0.4,1.3,33.3,0.1,0.1,100,0,0.1,0,0.6,1.5,41.9,3.3,4.9,68.6,1.7,4.5,37.9,1,3.7,28.2,0.4,1,41.7,0,0.5,0,1.1,5,22.9,21,13,8,234,17.6,18.4,21.5,29.2,26.4,4.5,5.2,22.6,22.8,22.7,7.1,15.2,16.7,39.1,27.3,18.3,7.6,16.3,98.8,91.6,7.2,5.3,0.47,6.5,6.1,13.5,9.9,14,45.1,46.4,100,83.34,7.5,11.2,16.1,6.1,16.7,36.6,2.9,6.7,42.4,1,1.4,71.4,2.9,6.9,9.8,1.4,3.1,1.6,1.8,4.3,37.4,0,0,7.8,47.9,59.8,40.2,40.5,22.8,53.2,7.6,6.3,17.7,17.7,81.3,18.8,92.9,7.1,86.7,13.3
MONIQUE BILLINGS,ATL,24,1.6,2.7,58.3,1,2.9,32.8,0.5,2.1,26.1,0,0,0,0,0,0,0,0,0,6.4,9.2,69,6,13.1,45.7,4.4,11.1,39.6,0.5,1.1,45,0.5,1.3,42.1,4,11.7,34.2,22,7,15,596,17.3,14.7,16.4,0,0,27.4,27.7,42.3,33.1,35.5,10.6,18.8,23.5,34.6,18.6,23.1,32.4,15.6,98.5,105.3,-6.8,6.9,0.64,10,9.6,22,15.7,15.6,40,46.9,98.13,81.77,9.1,27.1,15.3,5.6,13.9,40,0,0,0,4.2,5.5,76.1,4.8,10.6,15.3,2.2,3.4,2,1.5,5.1,43.9,4,0,-6.4,48.8,100,0,72.7,12.8,0,9.6,27.3,17.1,59.9,70.6,29.4,0,0,70.6,29.4
MORGAN TUCK,SEA,26,0.2,0.4,50,0.1,0.2,50,0,0.1,0,0,0.2,0,0,0.3,0,0.2,0.6,33.3,1.9,2.9,65.5,0.8,3.3,24.2,1.4,4.4,31.8,0.3,1,33.3,0,0.7,0,0.9,3.9,23.1,10,9,1,88,13.1,8.9,12,13.3,19.1,18.5,21.1,14.3,6.9,8.3,5.1,15.4,33.3,0,9.1,30,21.4,11,86,86.6,-0.6,3.9,0.33,7.1,2.5,3.8,3.2,21.4,37.5,43.5,97.21,81.01,-1.3,8.8,9.5,2.8,8.9,31.3,1.1,5,22.2,2.8,4.5,62.5,1.1,2.2,3.4,1.1,3.4,2.8,0,6.7,20.2,0,0,-0.6,49.4,43.8,56.3,35.3,0,35.3,0,29.4,23.5,35.3,100,0,100,0,100,0
MORIAH JEFFERSON,DAL,26,0.7,1,66.7,0.8,2.1,36.8,0.3,1,33.3,0,0,0,0,0.2,0,0.2,0.6,40,4.3,6,72.2,4.2,8.6,49.4,2.7,6.9,38.7,0.5,1,50,0.2,0.3,50,2.2,6.6,33.9,9,3,6,150,17.5,18.8,15.9,10,7.1,13.7,18.2,21.1,21.7,21.5,41.3,30.6,24.1,14.3,10,22.1,13.2,17.1,86.2,106.2,-20,24.4,1.27,23.5,4.4,13.8,8.6,18.5,44.2,46.6,97.53,81.28,7.7,16.7,14.8,5.9,14.1,41.9,0.7,2,33.3,2.3,3.9,58.3,2.6,6.6,9.2,6.2,4.9,2.3,0.7,5.6,39,0,0,-20.3,49.3,86,14,71.1,13.3,13.3,13.3,15.6,24.4,57.8,31.3,68.8,100,0,38.9,61.1
NAPHEESA COLLIER,MIN,24,2.7,3.3,82.2,1.9,4.2,45.2,0.6,2,31.1,0,0.1,50,0.1,0.1,100,0.8,2.1,39.1,8.8,11.8,74.9,5.5,12.4,44.5,5.2,14.1,36.8,0.9,2.1,43.2,0.6,1.6,39.3,4.8,14.5,32.8,22,14,8,752,20.7,22.9,20.7,12.2,12,22.3,22.3,34.5,29.6,30.9,18.6,21.7,25,49.1,25.4,19.5,25.3,21.7,109.2,102.1,7.2,15.9,1.24,17.1,8.8,19.9,14.3,13.8,56.2,60.5,95.44,79.54,14.5,34.2,23.7,9.1,17.4,52.3,1.3,3.3,40.8,4.2,5.1,82.9,4.1,9.2,13.3,4.9,3.9,2.7,1.9,4,56.7,7,0,7.2,50.3,81.2,18.8,65.4,7.9,16.9,5.6,17.7,19.2,57.5,59.5,40.5,95,5,64.7,35.3
NATALIE ACHONWA,IND,28,1.4,2.1,68.4,0.8,1.4,56,0.9,2.3,40.5,0,0,0,0,0,0,0,0.6,0,6.7,10.3,65.4,3.9,7.3,54.2,3.6,8.6,41.3,0.5,1.1,46.2,0.3,0.6,50,2.8,7.2,39.2,18,4,14,363,19.1,21.3,19.1,0,5.2,18.8,19,39.4,32.3,33.9,17.8,22.4,18.4,47.8,34.4,29.1,22.8,19,97.7,114,-16.2,14.7,0.94,16.1,7.5,22.6,14.8,17.2,49.6,54.2,99,82.5,9.5,20.2,18.6,7.6,15.3,49.6,0,1.3,0,3.4,4.2,81.3,3.4,9.7,13.1,4.1,4.4,1.2,1.5,6.1,44.1,0,0,-14.9,48.2,91.3,8.7,81.4,24.3,0,2.9,18.6,11.4,57.1,77.2,22.8,0,0,77.2,22.8
NATASHA HOWARD,SEA,29,2.4,3.6,66.3,1,2.4,43.4,0.2,0.5,36.4,0.1,0.1,100,0,0,0,0.3,0.9,31.6,5,7.9,63,2.7,8.9,30.6,3,9.1,33.5,0.2,0.9,23.5,0.7,1.3,50,3,9.1,32.3,22,18,4,463,21.4,23.5,20.9,7.2,8.4,16.4,17.6,55.3,32.5,37.7,8.4,28.6,31.9,30.4,22.6,39.6,15.9,20.7,107.7,89.2,18.5,7.7,0.48,8.8,12.2,20.8,16.8,18.5,55.2,58.1,97.93,81.6,13.4,21,22.3,9.3,17.5,53,0.7,2.1,35,3,3.8,77.8,5.5,11.1,16.6,2.3,4.9,4.1,1.5,7.1,57.5,3,0,17.3,49.4,87.8,12.2,76.6,3.8,10,6.7,13.4,25.8,72.7,72.5,27.5,100,0,74.7,25.3
NATISHA HIEDEMAN,CON,23,0.5,0.7,75,0.2,1,22.7,0.2,1.1,20,0,0,0,0,0.1,0,1,2.9,36.5,5.1,7.4,69.1,2.7,7.1,38.2,2.4,7.1,33.3,0.3,1.2,28.6,0.5,1.1,41.2,2.5,7,35.7,22,10,12,408,17.1,16.9,18.5,31.5,27.4,13.5,14,7.7,12.4,11.1,25.8,15.6,9.6,0,21.4,20.3,12.4,17.6,92.8,101,-8.1,18.5,1.71,20,1.8,8.8,5,11.7,44.5,47.8,96.91,80.76,5.3,18.6,16.3,5.5,15.5,35.4,2.8,7.8,35.9,2.6,3.6,70,1,4.1,5.1,5,2.9,1,0,5.2,29.9,0,0,-8.6,49.7,49.6,50.4,32.8,7.5,51.5,12.7,15.7,18.7,25.4,27.3,72.7,65.2,34.8,46.7,53.3
NIA COFFEY,PHO,25,0.1,0.1,100,0.1,0.3,40,0.4,0.7,54.5,0,0.1,0,0,0,0,0.5,1.3,35,3.2,4.5,70.6,2.9,7.1,40.2,2.6,7.5,34.8,0.1,0.8,12.5,0,0.8,0,2.5,6.9,36.5,15,7,8,230,8.9,9.6,10,17.9,16.8,1,4.8,11.4,21.1,18.9,10.3,8.3,13.9,20,0,28.3,12.3,8.4,99.2,99.2,0,8,1.71,20,2.3,13,7.9,11.7,51.3,49.2,99.65,83.04,4,15.3,8.4,3.3,7.9,42.1,1.5,4.4,33.3,0.2,1.3,16.7,1,6.7,7.7,2.5,1.5,1,1,6.3,26.2,0,0,0.6,48,44.7,55.3,45,30,52.5,5,2.5,20,15,55.6,44.4,100,0,75,25
NNEKA OGWUMIKE,LAS,30,3,4,75,0.9,2.2,40,0.9,2.1,43.2,0,0,0,0,0,0,0.5,1,50,6.8,9.4,72.2,4.4,9.8,44.6,3.9,10.8,35.9,0.5,1.2,37.5,0.2,0.8,25,3.9,10.6,36.8,18,14,4,471,20.3,25.3,21,11.3,8.7,28.1,26.8,27.6,23.2,24.1,12.8,16.4,18.6,10.7,31,20.8,26.5,24.5,102,94.4,7.6,11,1.11,12.6,4.8,15.5,10.1,11.3,59.6,63.6,98.06,81.72,13.9,26.2,25,9.9,17.4,56.9,0.9,1.9,50,4.3,5.1,83.7,2.2,6.9,9.1,3.2,2.9,2,0.3,4.3,44.7,0,0,6.9,49.1,89.2,10.8,71.7,13.3,11.3,5.8,17.1,13.3,58.3,74.4,25.6,100,0,76.8,23.2
ODYSSEY SIMS,MIN,28,1.3,2.3,56.7,0.8,2.2,35.7,0.5,1.7,31.8,0,0,0,0,0,0,0.6,1.8,33.3,4.9,6.8,72.7,3.1,6.8,45.5,2.9,7.8,37.6,0.8,1.4,53.8,0.3,0.7,50,2.4,8.2,29.2,13,7,6,240,25.5,21.9,24.9,16,17.4,31.9,29.5,13.3,12.6,12.8,33.8,31.3,17.1,6.7,26.1,19.1,27.5,23.1,108.2,105.5,2.7,30,1.8,23.9,3.4,8,5.7,13.3,44.2,51.5,97.72,81.43,9.5,18.5,25,8.6,21.3,40.4,1.6,4.9,33.3,6.1,6.8,90.9,1.6,3.7,5.3,9.2,5.1,1.4,0.2,4.5,45,0,0,2,49.3,76.9,23.1,55.7,11.5,19.7,13.1,24.6,22.1,44.3,41.2,58.8,100,0,52.4,47.6
PARIS KEA,NYL,24,0.3,0.9,30,0.3,0.7,37.5,0.8,2,40.9,0,0,0,0,0,0,1.2,3,39.4,4.3,6.5,65.3,2.6,6.5,40.8,2.4,7.9,29.9,0.2,0.8,25,0.2,0.4,50,2,5.9,33.8,11,1,10,165,25.3,27.2,27.3,37.1,29.2,17.1,15.7,20,13.9,15,29.6,25,31.8,17.6,21.7,16.7,18.2,27,82,103.2,-21.2,21.3,0.84,14.3,3,9.6,6.4,17,47.3,49.7,100.2,83.5,8.2,15,22.1,8.1,21.2,38.4,3.8,9.6,39.4,2,2.3,87.5,1.5,4.9,6.4,4.7,5.5,2,0.9,3.5,39.9,0,0,-21.2,47.9,54.8,45.2,39.5,23.7,51.3,3.9,9.2,3.9,15.8,6.7,93.3,30.8,69.2,17.9,82.1
