"player","team","pos","gp","mp","gs","tot_fg","tot_fga","fg_pct","tot_3p","tot_3pa","3p_pct","tot_2p","tot_2pa","2p_pct","tot_ft","tot_fta","ft_pct","tot_orb","tot_trb","tot_ast","tot_stl","tot_blk","tot_tov","tot_pf","tot_pts","season","pg_fg","pg_fga","pg_fg_pct","pg_3p","pg_3pa","pg_3p_pct","pg_2p","pg_2pa","pg_2p_pct","pg_ft","pg_fta","pg_ft_pct","pg_orb","pg_trb","pg_ast","pg_stl","pg_blk","pg_tov","pg_pf","pg_pts","per","ts_pct","efg_pct","3par","ftr","orb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ortg","drtg","ows","dws","ws","ws_40","fg_percent","avg_shot_dist","pct_shots_from_2","pct_shots_0_3","pct_shots_3-10","pct_shots_10_16","pct_shots_16_3p","pct_shots_from_3","fg_pct_from_2","fg_pct_0_3","fg_pct_3-10","fg_pct_10_16","fg_pct_16_3p","fg_pct_from_3","pct_of_twos_assisted","pct_of_threes_assisted","pct_of_threes_corner","fg_pct_corner_threes","plus_minus_on_court","plus_minus_net","bad_pass_turnovers","lost_ball_turnovers","shooting_fouls_committed","offensive_fouls_committed","shooting_fouls_drawn","offensive_fouls_drawn","points_generated_by_assists","and_1s_drawn","blocked_fgas"
"Kelly Mazzante","CHA","G",34,721,0,105,277,0.379,64,167,0.383,41,110,0.373,28,33,0.848,23,99,64,47,6,48,37,302,2006,3.1,8.1,0.379,1.9,4.9,0.383,1.2,3.2,0.373,0.8,1,0.848,0.7,2.9,1.9,1.4,0.2,1.4,1.1,8.9,17.3,0.518,0.495,0.603,0.119,3.6,8,18.2,3.4,0.7,14.1,20.8,100,96,1.1,1.2,2.3,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Janel McCarville","CHA","F-C",30,423,3,54,118,0.458,0,0,NA,54,118,0.458,28,44,0.636,40,105,25,17,20,28,51,136,2006,1.8,3.9,0.458,0,0,NA,1.8,3.9,0.458,0.9,1.5,0.636,1.3,3.5,0.8,0.6,0.7,0.9,1.7,4.5,15.4,0.495,0.458,0,0.373,10.6,14.5,11.7,2.1,3.8,16.9,17.2,97,95,0.4,0.8,1.2,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nikki McCray","CHI","G",11,83,2,8,22,0.364,1,5,0.2,7,17,0.412,5,7,0.714,2,5,5,7,1,10,8,22,2006,0.7,2,0.364,0.1,0.5,0.2,0.6,1.5,0.412,0.5,0.6,0.714,0.2,0.5,0.5,0.6,0.1,0.9,0.7,2,6.8,0.439,0.386,0.227,0.318,2.7,3.6,11.3,4.5,1,28.5,19.3,72,105,-0.2,0,-0.2,-0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taj McWilliams-Franklin","CON","F-C",32,996,32,164,329,0.498,1,8,0.125,163,321,0.508,81,110,0.736,104,306,80,35,31,78,75,410,2006,5.1,10.3,0.498,0,0.3,0.125,5.1,10,0.508,2.5,3.4,0.736,3.3,9.6,2.5,1.1,1,2.4,2.3,12.8,21,0.543,0.5,0.024,0.334,12.7,17.3,14.5,1.8,2.3,17.1,20.6,106,90,2.6,2.6,5.2,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chasity Melvin","WAS","C-F",34,1003,34,153,294,0.52,0,2,0,153,292,0.524,99,151,0.656,84,224,45,34,26,62,109,405,2006,4.5,8.6,0.52,0,0.1,0,4.5,8.6,0.524,2.9,4.4,0.656,2.5,6.6,1.3,1,0.8,1.8,3.2,11.9,18.2,0.562,0.52,0.007,0.514,10.9,14.3,7.6,1.8,2.3,14.7,18.9,110,101,3,0.9,3.9,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coco Miller","WAS","G",34,658,4,84,171,0.491,12,30,0.4,72,141,0.511,26,29,0.897,36,91,59,34,4,49,73,206,2006,2.5,5,0.491,0.4,0.9,0.4,2.1,4.1,0.511,0.8,0.9,0.897,1.1,2.7,1.7,1,0.1,1.4,2.1,6.1,14.1,0.561,0.526,0.175,0.17,7.1,8.8,14.6,2.7,0.5,21.1,15.9,105,102,1.2,0.5,1.7,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelly Miller","PHO","G",27,814,24,109,259,0.421,30,79,0.38,79,180,0.439,48,62,0.774,41,144,94,28,6,73,74,296,2006,4,9.6,0.421,1.1,2.9,0.38,2.9,6.7,0.439,1.8,2.3,0.774,1.5,5.3,3.5,1,0.2,2.7,2.7,11,14.1,0.517,0.479,0.305,0.239,5.7,10.1,17.8,1.7,0.6,20.3,19.2,99,106,1,0.1,1.1,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeLisha Milton-Jones","WAS","F",23,675,20,125,265,0.472,34,79,0.43,91,186,0.489,51,63,0.81,23,112,48,35,17,67,87,335,2006,5.4,11.5,0.472,1.5,3.4,0.43,4,8.1,0.489,2.2,2.7,0.81,1,4.9,2.1,1.5,0.7,2.9,3.8,14.6,18.6,0.572,0.536,0.298,0.238,4.4,10.6,12.8,2.7,2.2,18.6,23.9,103,99,1.5,0.8,2.3,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liz Moeggenberg","CHI","F",27,273,1,20,63,0.317,4,12,0.333,16,51,0.314,14,30,0.467,27,46,17,10,6,15,14,58,2006,0.7,2.3,0.317,0.1,0.4,0.333,0.6,1.9,0.314,0.5,1.1,0.467,1,1.7,0.6,0.4,0.2,0.6,0.5,2.1,9.8,0.381,0.349,0.19,0.476,11.1,10.1,11.2,2,1.9,16.4,15.2,85,108,-0.2,-0.1,-0.3,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jessica Moore","LAS","F-C",34,655,33,59,136,0.434,0,2,0,59,134,0.44,29,38,0.763,35,98,24,22,9,28,79,147,2006,1.7,4,0.434,0,0.1,0,1.7,3.9,0.44,0.9,1.1,0.763,1,2.9,0.7,0.6,0.3,0.8,2.3,4.3,8.8,0.481,0.434,0.015,0.279,6.7,8.9,6,1.8,1.2,15.5,12.4,97,97,0.4,0.9,1.4,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loree Moore","NYL","G",34,952,29,68,201,0.338,35,96,0.365,33,105,0.314,37,51,0.725,31,144,122,61,10,64,89,208,2006,2,5.9,0.338,1,2.8,0.365,1,3.1,0.314,1.1,1.5,0.725,0.9,4.2,3.6,1.8,0.3,1.9,2.6,6.1,12.5,0.465,0.425,0.478,0.254,4,9.5,24.4,3.5,0.9,22.3,14.2,94,101,0.3,0.7,1.1,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamara Moore","LAS","G",34,637,33,68,145,0.469,17,49,0.347,51,96,0.531,53,66,0.803,16,71,65,33,8,38,59,206,2006,2,4.3,0.469,0.5,1.4,0.347,1.5,2.8,0.531,1.6,1.9,0.803,0.5,2.1,1.9,1,0.2,1.1,1.7,6.1,15.6,0.592,0.528,0.338,0.455,3.1,6.7,17.1,2.7,1.1,17.9,14.9,112,96,1.6,1.1,2.7,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astou Ndiaye-Diatta","HOU","F",11,127,3,16,35,0.457,0,0,NA,16,35,0.457,3,6,0.5,10,30,8,1,1,10,14,35,2006,1.5,3.2,0.457,0,0,NA,1.5,3.2,0.457,0.3,0.5,0.5,0.9,2.7,0.7,0.1,0.1,0.9,1.3,3.2,9.8,0.465,0.457,0,0.171,10,14.5,11.6,0.4,0.6,21,17.5,89,97,0,0.2,0.2,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emmeline Ndongue","LAS","C",17,111,0,7,27,0.259,0,0,NA,7,27,0.259,6,13,0.462,15,26,3,7,8,6,23,20,2006,0.4,1.6,0.259,0,0,NA,0.4,1.6,0.259,0.4,0.8,0.462,0.9,1.5,0.2,0.4,0.5,0.4,1.4,1.2,7.7,0.306,0.259,0,0.481,16.8,14,4.2,3.3,6.1,15.5,15.6,77,91,-0.2,0.3,0.1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelsea Newton","CHI","G",27,648,11,52,155,0.335,13,49,0.265,39,106,0.368,59,80,0.738,19,71,58,36,7,40,69,176,2006,1.9,5.7,0.335,0.5,1.8,0.265,1.4,3.9,0.368,2.2,3,0.738,0.7,2.6,2.1,1.3,0.3,1.5,2.6,6.5,11.1,0.463,0.377,0.316,0.516,3.3,6.5,16.3,3,0.9,17.4,16.2,93,106,0.2,0,0.3,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christelle N'Garsanet","NYL","C",15,92,0,8,29,0.276,0,2,0,8,27,0.296,11,25,0.44,11,18,5,5,2,8,10,27,2006,0.5,1.9,0.276,0,0.1,0,0.5,1.8,0.296,0.7,1.7,0.44,0.7,1.2,0.3,0.3,0.1,0.5,0.7,1.8,8,0.338,0.276,0.069,0.862,14.8,12.3,10.7,2.9,1.8,16.7,24.6,74,104,-0.3,0,-0.3,-0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bernadette Ngoyisa","CHI","C",30,626,23,122,231,0.528,0,0,NA,122,231,0.528,58,98,0.592,65,170,28,14,7,60,89,302,2006,4.1,7.7,0.528,0,0,NA,4.1,7.7,0.528,1.9,3.3,0.592,2.2,5.7,0.9,0.5,0.2,2,3,10.1,18.2,0.551,0.528,0,0.424,11.6,16.2,10.3,1.2,0.9,18,24.3,99,105,1,0.1,1.1,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deanna Nolan","DET","G-F",34,1090,34,172,425,0.405,39,113,0.345,133,312,0.426,85,100,0.85,32,153,124,47,11,86,79,468,2006,5.1,12.5,0.405,1.1,3.3,0.345,3.9,9.2,0.426,2.5,2.9,0.85,0.9,4.5,3.6,1.4,0.3,2.5,2.3,13.8,16.6,0.499,0.451,0.266,0.235,3.4,8.1,22.1,2.3,0.9,15.5,22.5,101,93,2,2.3,4.3,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicole Ohlde","MIN","F-C",34,872,34,120,265,0.453,0,1,0,120,264,0.455,87,131,0.664,61,190,54,20,25,74,99,327,2006,3.5,7.8,0.453,0,0,0,3.5,7.8,0.455,2.6,3.9,0.664,1.8,5.6,1.6,0.6,0.7,2.2,2.9,9.6,14.6,0.507,0.453,0.004,0.494,8.1,12.7,11.2,1.2,2.2,18.7,20.4,96,104,0.8,0.3,1.1,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irina Osipova","DET","C",2,12,0,0,0,NA,0,0,NA,0,0,NA,2,2,1,1,1,0,0,0,1,1,2,2006,0,0,NA,0,0,NA,0,0,NA,1,1,1,0.5,0.5,0,0,0,0.5,0.5,1,5.7,1.136,NA,NA,NA,9.8,4.8,0,0,0,53.2,6.9,118,103,0,0,0,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murriel Page","LAS","F",34,689,4,66,140,0.471,0,3,0,66,137,0.482,35,46,0.761,40,121,33,17,9,30,63,167,2006,1.9,4.1,0.471,0,0.1,0,1.9,4,0.482,1,1.4,0.761,1.2,3.6,1,0.5,0.3,0.9,1.9,4.9,11,0.521,0.471,0.021,0.329,7.2,10.5,7.9,1.3,1.1,15.8,12.4,104,98,0.9,1,1.9,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabrina Palie","DET","G",11,51,0,5,25,0.2,2,5,0.4,3,20,0.15,0,0,NA,4,4,6,1,1,10,9,12,2006,0.5,2.3,0.2,0.2,0.5,0.4,0.3,1.8,0.15,0,0,NA,0.4,0.4,0.5,0.1,0.1,0.9,0.8,1.1,-8.6,0.24,0.24,0.2,0,9.2,4.5,20.5,1,1.7,28.6,30.4,51,100,-0.5,0.1,-0.4,-0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wendy Palmer","SEA","F",5,120,2,16,33,0.485,1,3,0.333,15,30,0.5,14,19,0.737,13,38,3,5,3,10,17,47,2006,3.2,6.6,0.485,0.2,0.6,0.333,3,6,0.5,2.8,3.8,0.737,2.6,7.6,0.6,1,0.6,2,3.4,9.4,18.1,0.568,0.5,0.091,0.576,14.2,19.8,4.4,2.2,2,19.5,19.4,106,95,0.3,0.2,0.5,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ticha Penicheiro","SAC","G",34,848,34,58,171,0.339,6,31,0.194,52,140,0.371,61,77,0.792,10,91,116,58,2,67,56,183,2006,1.7,5,0.339,0.2,0.9,0.194,1.5,4.1,0.371,1.8,2.3,0.792,0.3,2.7,3.4,1.7,0.1,2,1.6,5.4,11.3,0.447,0.357,0.181,0.45,1.4,6.8,22.8,3.7,0.2,24.6,14.4,91,93,0,1.8,1.8,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jia Perkins","CHI","G",30,839,27,105,299,0.351,18,65,0.277,87,234,0.372,54,67,0.806,33,107,97,43,13,56,72,282,2006,3.5,10,0.351,0.6,2.2,0.277,2.9,7.8,0.372,1.8,2.2,0.806,1.1,3.6,3.2,1.4,0.4,1.9,2.4,9.4,13.4,0.429,0.381,0.217,0.224,4.4,7.6,22.9,2.7,1.3,14.6,20.9,91,106,0.1,0.1,0.1,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erin Perperoglou","SAC","F",34,665,12,117,218,0.537,0,2,0,117,216,0.542,96,128,0.75,78,134,35,33,14,55,92,330,2006,3.4,6.4,0.537,0,0.1,0,3.4,6.4,0.542,2.8,3.8,0.75,2.3,3.9,1,1,0.4,1.6,2.7,9.7,23,0.601,0.537,0.009,0.587,14.1,12.8,10.7,2.7,1.9,16.7,22.3,115,95,2.9,1.2,4.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridget Pettis","PHO","G",11,67,0,5,19,0.263,1,8,0.125,4,11,0.364,3,6,0.5,5,9,10,3,0,2,11,14,2006,0.5,1.7,0.263,0.1,0.7,0.125,0.4,1,0.364,0.3,0.5,0.5,0.5,0.8,0.9,0.3,0,0.2,1,1.3,8.3,0.323,0.289,0.421,0.316,8.5,7.6,21.1,2.2,0,8.5,15.3,93,107,0,0,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erin Phillips","CON","G",34,615,13,57,145,0.393,24,70,0.343,33,75,0.44,44,50,0.88,20,73,80,29,2,38,38,182,2006,1.7,4.3,0.393,0.7,2.1,0.343,1,2.2,0.44,1.3,1.5,0.88,0.6,2.1,2.4,0.9,0.1,1.1,1.1,5.4,15,0.545,0.476,0.483,0.345,3.9,6.7,20.8,2.5,0.2,18.5,15,109,95,1.4,1.1,2.5,0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tari Phillips","HOU","F-C",21,223,2,20,52,0.385,0,0,NA,20,52,0.385,19,29,0.655,12,47,4,9,5,23,37,59,2006,1,2.5,0.385,0,0,NA,1,2.5,0.385,0.9,1.4,0.655,0.6,2.2,0.2,0.4,0.2,1.1,1.8,2.8,6.4,0.456,0.385,0,0.558,6.8,13,3.1,2.2,1.8,26.2,18.4,77,92,-0.4,0.5,0.1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plenette Pierson","DET","F",34,566,0,82,180,0.456,0,3,0,82,177,0.463,56,80,0.7,44,132,24,18,14,37,84,220,2006,2.4,5.3,0.456,0,0.1,0,2.4,5.2,0.463,1.6,2.4,0.7,1.3,3.9,0.7,0.5,0.4,1.1,2.5,6.5,15.1,0.511,0.456,0.017,0.444,9.1,13.4,8,1.7,2.1,14.7,19.7,102,92,1,1.3,2.3,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cappie Pondexter","PHO","G",32,1067,32,219,495,0.442,47,126,0.373,172,369,0.466,139,163,0.853,37,107,98,37,4,45,84,624,2006,6.8,15.5,0.442,1.5,3.9,0.373,5.4,11.5,0.466,4.3,5.1,0.853,1.2,3.3,3.1,1.2,0.1,1.4,2.6,19.5,22.1,0.551,0.49,0.255,0.329,4,5.7,15.9,1.7,0.3,7.4,24.9,116,108,5.2,-0.3,4.8,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicole Powell","SAC","F",34,891,34,116,309,0.375,55,156,0.353,61,153,0.399,40,49,0.816,25,131,61,42,15,47,82,327,2006,3.4,9.1,0.375,1.6,4.6,0.353,1.8,4.5,0.399,1.2,1.4,0.816,0.7,3.9,1.8,1.2,0.4,1.4,2.4,9.6,14.9,0.495,0.464,0.505,0.159,3.4,9.4,12.7,2.5,1.5,12.4,19.1,104,94,1.7,1.7,3.5,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooke Queenan","CON","F",4,10,0,0,1,0,0,0,NA,0,1,0,2,2,1,0,0,0,0,0,1,0,2,2006,0,0.3,0,0,0,NA,0,0.3,0,0.5,0.5,1,0,0,0,0,0,0.3,0,0.5,1,0.532,0,0,2,0,0,0,0,0,34.7,13,77,104,0,0,0,-0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kristen Rasmussen","PHO","F",34,908,32,64,125,0.512,6,14,0.429,58,111,0.523,12,20,0.6,72,208,72,28,27,33,98,146,2006,1.9,3.7,0.512,0.2,0.4,0.429,1.7,3.3,0.523,0.4,0.6,0.6,2.1,6.1,2.1,0.8,0.8,1,2.9,4.3,12,0.546,0.536,0.112,0.16,9,13,11.1,1.5,2.3,19.8,8,116,104,1.7,0.3,2.1,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruth Riley","DET","C",34,876,34,115,252,0.456,3,9,0.333,112,243,0.461,16,18,0.889,36,165,52,18,49,54,110,249,2006,3.4,7.4,0.456,0.1,0.3,0.333,3.3,7.1,0.461,0.5,0.5,0.889,1.1,4.9,1.5,0.5,1.4,1.6,3.2,7.3,11.5,0.479,0.462,0.036,0.071,4.8,10.8,11,1.1,4.8,17.2,15.8,93,92,0.3,2,2.3,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Robinson","WAS","F",27,723,27,74,184,0.402,26,92,0.283,48,92,0.522,25,31,0.806,18,70,49,33,0,27,83,199,2006,2.7,6.8,0.402,1,3.4,0.283,1.8,3.4,0.522,0.9,1.1,0.806,0.7,2.6,1.8,1.2,0,1,3.1,7.4,10.8,0.503,0.473,0.5,0.168,3.2,6.2,10.6,2.4,0,12,13.9,106,103,1.2,0.3,1.5,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nykesha Sales","CON","F-G",22,609,20,109,254,0.429,32,80,0.4,77,174,0.443,36,50,0.72,21,82,60,26,6,29,43,286,2006,5,11.5,0.429,1.5,3.6,0.4,3.5,7.9,0.443,1.6,2.3,0.72,1,3.7,2.7,1.2,0.3,1.3,2,13,19.2,0.518,0.492,0.315,0.197,4.2,7.6,18.2,2.2,0.7,9.5,22.6,108,94,1.8,1.1,2.9,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sheri Sam","CHA","G-F",34,989,34,137,343,0.399,21,78,0.269,116,265,0.438,64,102,0.627,53,172,90,55,3,73,78,359,2006,4,10.1,0.399,0.6,2.3,0.269,3.4,7.8,0.438,1.9,3,0.627,1.6,5.1,2.6,1.6,0.1,2.1,2.3,10.6,14.1,0.463,0.43,0.227,0.297,6,10.2,18.4,2.9,0.2,15.8,20.6,92,97,0.3,1.5,1.8,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nakia Sanford","WAS","C-F",34,888,19,112,216,0.519,0,0,NA,112,216,0.519,77,125,0.616,69,203,36,28,21,72,118,301,2006,3.3,6.4,0.519,0,0,NA,3.3,6.4,0.519,2.3,3.7,0.616,2,6,1.1,0.8,0.6,2.1,3.5,8.9,13.8,0.555,0.519,0,0.579,10.1,14.6,6.6,1.6,2.1,21,17.3,101,101,1.3,0.8,2.1,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelly Schumacher","NYL","C",21,539,21,58,141,0.411,2,8,0.25,56,133,0.421,45,63,0.714,38,116,23,3,25,35,68,163,2006,2.8,6.7,0.411,0.1,0.4,0.25,2.7,6.3,0.421,2.1,3,0.714,1.8,5.5,1.1,0.1,1.2,1.7,3.2,7.8,11.7,0.483,0.418,0.057,0.447,8.7,13.5,8.7,0.3,3.8,17.2,17.8,94,105,0.3,0.1,0.3,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olympia Scott","IND","C",21,155,0,23,53,0.434,0,1,0,23,52,0.442,4,8,0.5,8,33,7,7,2,15,29,50,2006,1.1,2.5,0.434,0,0,0,1.1,2.5,0.442,0.2,0.4,0.5,0.4,1.6,0.3,0.3,0.1,0.7,1.4,2.4,8.4,0.442,0.434,0.019,0.151,6.4,13.5,9.2,2.4,1.1,21,21.3,79,90,-0.3,0.4,0.1,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K.B. Sharp","IND","G",23,153,0,8,35,0.229,3,15,0.2,5,20,0.25,3,3,1,3,9,23,7,0,8,3,22,2006,0.3,1.5,0.229,0.1,0.7,0.2,0.2,0.9,0.25,0.1,0.1,1,0.1,0.4,1,0.3,0,0.3,0.1,1,7.2,0.303,0.271,0.429,0.086,2.4,3.7,25.7,2.5,0,18.1,13.4,79,96,-0.2,0.3,0.1,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charlotte Smith","IND","F",18,173,2,12,39,0.308,8,22,0.364,4,17,0.235,3,4,0.75,9,24,7,3,1,13,21,35,2006,0.7,2.2,0.308,0.4,1.2,0.364,0.2,0.9,0.235,0.2,0.2,0.75,0.5,1.3,0.4,0.2,0.1,0.7,1.2,1.9,4,0.429,0.41,0.564,0.103,6.4,8.8,7.1,0.9,0.5,24.2,14.3,80,97,-0.2,0.3,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crystal Smith","PHO","G",22,197,0,21,47,0.447,7,19,0.368,14,28,0.5,11,12,0.917,4,22,22,17,0,18,24,60,2006,1,2.1,0.447,0.3,0.9,0.368,0.6,1.3,0.5,0.5,0.5,0.917,0.2,1,1,0.8,0,0.8,1.1,2.7,13.5,0.574,0.521,0.404,0.255,2.3,6.4,16.5,4.3,0,25.6,15.5,99,102,0.2,0.1,0.4,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
