"player","team","pos","gp","mp","gs","tot_fg","tot_fga","fg_pct","tot_3p","tot_3pa","3p_pct","tot_2p","tot_2pa","2p_pct","tot_ft","tot_fta","ft_pct","tot_orb","tot_trb","tot_ast","tot_stl","tot_blk","tot_tov","tot_pf","tot_pts","season","pg_fg","pg_fga","pg_fg_pct","pg_3p","pg_3pa","pg_3p_pct","pg_2p","pg_2pa","pg_2p_pct","pg_ft","pg_fta","pg_ft_pct","pg_orb","pg_trb","pg_ast","pg_stl","pg_blk","pg_tov","pg_pf","pg_pts","per","ts_pct","efg_pct","3par","ftr","orb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ortg","drtg","ows","dws","ws","ws_40","fg_percent","avg_shot_dist","pct_shots_from_2","pct_shots_0_3","pct_shots_3-10","pct_shots_10_16","pct_shots_16_3p","pct_shots_from_3","fg_pct_from_2","fg_pct_0_3","fg_pct_3-10","fg_pct_10_16","fg_pct_16_3p","fg_pct_from_3","pct_of_twos_assisted","pct_of_threes_assisted","pct_of_threes_corner","fg_pct_corner_threes","plus_minus_on_court","plus_minus_net","bad_pass_turnovers","lost_ball_turnovers","shooting_fouls_committed","offensive_fouls_committed","shooting_fouls_drawn","offensive_fouls_drawn","points_generated_by_assists","and_1s_drawn","blocked_fgas"
"Megan Gustafson","DAL","C",10,48,0,4,14,0.286,0,1,0,4,13,0.308,6,9,0.667,6,11,1,0,1,2,9,14,2020,0.4,1.4,0.286,0,0.1,0,0.4,1.3,0.308,0.6,0.9,0.667,0.6,1.1,0.1,0,0.1,0.2,0.9,1.4,6.1,0.39,0.286,0.071,0.643,13.7,13.4,3.2,0,1.7,10,18.6,93,115,0,0,0,-0.034,0.286,7.8,0.929,0.214,0.571,0,0.143,0.071,0.308,0.333,0.375,NA,0,0,0.75,NA,1,0,-15.9,-12.1,1,0,4,1,2,NA,3,0,4
"Dearica Hamby","LVA","F",22,622,0,110,204,0.539,18,38,0.474,92,166,0.554,48,67,0.716,28,157,60,37,4,45,50,286,2020,5,9.3,0.539,0.8,1.7,0.474,4.2,7.5,0.554,2.2,3,0.716,1.3,7.1,2.7,1.7,0.2,2,2.3,13,19.8,0.612,0.583,0.186,0.328,5.4,14.4,15,2.9,0.6,16.2,19.6,112,96,1.4,1.6,3,0.193,0.539,9,0.814,0.23,0.5,0.029,0.054,0.186,0.554,0.83,0.5,0,0.182,0.474,0.674,1,0.105,0.5,11.4,0.8,11,15,18,6,31,NA,130,9,25
"Isabelle Harrison","DAL","F",13,258,11,34,76,0.447,0,3,0,34,73,0.466,15,19,0.789,19,60,19,9,5,18,32,83,2020,2.6,5.8,0.447,0,0.2,0,2.6,5.6,0.466,1.2,1.5,0.789,1.5,4.6,1.5,0.7,0.4,1.4,2.5,6.4,12.3,0.492,0.447,0.039,0.25,8.1,13.6,12.3,1.8,1.6,17.6,17.8,98,110,0.1,0.1,0.2,0.029,0.447,9.8,0.961,0.158,0.434,0.171,0.197,0.039,0.466,0.667,0.515,0.308,0.333,0,0.588,NA,0,NA,0.1,6.4,8,3,13,3,10,NA,45,4,6
"Mikiah Herbert Harrigan","MIN","F",21,234,0,30,82,0.366,14,33,0.424,16,49,0.327,5,7,0.714,14,48,7,8,9,15,21,79,2020,1.4,3.9,0.366,0.7,1.6,0.424,0.8,2.3,0.327,0.2,0.3,0.714,0.7,2.3,0.3,0.4,0.4,0.7,1,3.8,10,0.464,0.451,0.402,0.085,7.3,12.6,4.7,1.8,3.6,15,19.2,91,104,-0.2,0.3,0.2,0.029,0.366,16.9,0.598,0.085,0.183,0.122,0.207,0.402,0.327,0.857,0.067,0.3,0.353,0.424,0.813,0.929,0.152,0.4,8.1,4.3,7,7,12,1,4,NA,18,1,6
"Tyasha Harris","DAL","G",21,412,3,55,127,0.433,19,56,0.339,36,71,0.507,14,22,0.636,0,26,56,18,3,18,36,143,2020,2.6,6,0.433,0.9,2.7,0.339,1.7,3.4,0.507,0.7,1,0.636,0,1.2,2.7,0.9,0.1,0.9,1.7,6.8,13.3,0.523,0.508,0.441,0.173,0,3.7,22.9,2.2,0.6,11.6,16.8,108,113,0.6,0,0.6,0.06,0.433,16.9,0.559,0.071,0.228,0.087,0.173,0.441,0.507,0.667,0.552,0.545,0.364,0.339,0.194,0.684,0.179,0.3,-6.4,-3.6,8,5,18,2,10,NA,145,4,4
"Bria Hartley","PHO","G",13,322,3,66,157,0.42,25,65,0.385,41,92,0.446,33,41,0.805,5,38,58,15,0,27,33,190,2020,5.1,12.1,0.42,1.9,5,0.385,3.2,7.1,0.446,2.5,3.2,0.805,0.4,2.9,4.5,1.2,0,2.1,2.5,14.6,18.9,0.543,0.5,0.414,0.261,1.8,6.8,33,2.3,0,13.4,28,106,106,0.7,0.3,1,0.124,0.42,16.5,0.586,0.108,0.229,0.057,0.191,0.414,0.446,0.706,0.5,0.556,0.2,0.385,0.366,0.76,0.077,0.4,1.8,-1,15,5,13,2,18,NA,131,6,6
"Tianna Hawkins","WAS","F",17,329,5,53,130,0.408,17,57,0.298,36,73,0.493,22,26,0.846,12,60,17,14,6,20,44,145,2020,3.1,7.6,0.408,1,3.4,0.298,2.1,4.3,0.493,1.3,1.5,0.846,0.7,3.5,1,0.8,0.4,1.2,2.6,8.5,13,0.513,0.473,0.438,0.2,4.3,11.1,9,2.2,1.7,12.4,22.8,96,104,0,0.4,0.4,0.053,0.408,14.9,0.562,0.077,0.338,0.085,0.062,0.438,0.493,0.9,0.523,0.273,0.125,0.298,0.778,1,0.105,0,-12.9,-17.1,4,4,27,5,12,NA,40,4,5
"Ruthy Hebard","CHI","F",22,320,6,58,85,0.682,0,0,NA,58,85,0.682,9,12,0.75,18,86,7,10,8,15,35,125,2020,2.6,3.9,0.682,0,0,NA,2.6,3.9,0.682,0.4,0.5,0.75,0.8,3.9,0.3,0.5,0.4,0.7,1.6,5.7,17.3,0.692,0.682,0,0.141,7.2,16.3,3.3,1.6,2,14.2,14.7,121,102,0.8,0.5,1.3,0.16,0.682,6.3,1,0.235,0.553,0.153,0.059,0,0.682,0.95,0.66,0.462,0.4,NA,0.828,NA,NA,NA,5.7,3,2,5,17,4,6,NA,16,4,4
"Natisha Hiedeman","CON","G",22,408,4,45,127,0.354,23,64,0.359,22,63,0.349,21,30,0.7,8,42,41,8,0,24,43,134,2020,2,5.8,0.354,1,2.9,0.359,1,2.9,0.349,1,1.4,0.7,0.4,1.9,1.9,0.4,0,1.1,2,6.1,7.9,0.478,0.445,0.504,0.236,2.2,6,16,1,0,14.6,17.7,96,107,0,0.4,0.4,0.037,0.354,17.6,0.496,0.071,0.213,0.079,0.134,0.504,0.349,0.778,0.296,0.4,0.176,0.359,0.273,0.652,0.063,0.25,-8.8,-17.3,15,5,25,1,11,NA,95,3,9
"Myisha Hines-Allen","WAS","F",22,659,22,150,294,0.51,26,61,0.426,124,233,0.532,48,58,0.828,35,195,57,31,5,48,63,374,2020,6.8,13.4,0.51,1.2,2.8,0.426,5.6,10.6,0.532,2.2,2.6,0.828,1.6,8.9,2.6,1.4,0.2,2.2,2.9,17,22.6,0.585,0.554,0.207,0.197,6.2,18.1,17.1,2.5,0.7,13.1,25.9,109,101,1.5,1.1,2.7,0.162,0.51,10.7,0.793,0.18,0.418,0.119,0.075,0.207,0.532,0.623,0.569,0.314,0.455,0.426,0.597,0.885,0.066,0.25,3.7,21.7,20,16,27,8,26,NA,140,10,14
"Bria Holmes","CON","G",18,291,4,35,98,0.357,10,30,0.333,25,68,0.368,8,12,0.667,13,33,20,13,5,18,17,88,2020,1.9,5.4,0.357,0.6,1.7,0.333,1.4,3.8,0.368,0.4,0.7,0.667,0.7,1.8,1.1,0.7,0.3,1,0.9,4.9,8.5,0.426,0.408,0.306,0.122,5,6.7,11.1,2.3,1.6,14.8,18.3,87,103,-0.4,0.4,0.1,0.007,0.357,12.9,0.694,0.143,0.378,0.051,0.122,0.306,0.368,0.571,0.351,0.2,0.25,0.333,0.52,0.9,0.067,0.5,-13,-20.2,12,5,10,0,6,NA,48,2,6
"Joyner Holmes","NYL","F",19,190,0,22,72,0.306,3,28,0.107,19,44,0.432,9,12,0.75,15,51,13,2,2,13,14,56,2020,1.2,3.8,0.306,0.2,1.5,0.107,1,2.3,0.432,0.5,0.6,0.75,0.8,2.7,0.7,0.1,0.1,0.7,0.7,2.9,6.1,0.362,0.326,0.389,0.167,8.6,14.8,13.7,0.5,0.8,14.4,20.9,77,108,-0.6,0.1,-0.4,-0.087,0.306,14.4,0.611,0.111,0.292,0.097,0.111,0.389,0.432,0.625,0.524,0.143,0.25,0.107,0.526,1,0.143,0.25,-21.7,-5.3,9,3,5,1,6,NA,30,2,4
"Natasha Howard","SEA","F",22,463,22,87,164,0.53,7,20,0.35,80,144,0.556,28,36,0.778,52,156,22,38,14,46,67,209,2020,4,7.5,0.53,0.3,0.9,0.35,3.6,6.5,0.556,1.3,1.6,0.778,2.4,7.1,1,1.7,0.6,2.1,3,9.5,19.5,0.581,0.552,0.122,0.22,13.8,19.6,7.8,4.1,2.7,20.4,21.8,103,89,0.5,1.7,2.2,0.187,0.53,7.3,0.878,0.299,0.476,0.073,0.03,0.122,0.556,0.694,0.513,0.333,0.4,0.35,0.725,1,0.15,1,18.9,10.9,11,11,32,13,16,NA,52,2,7
"Sabrina Ionescu","NYL","G",3,80,3,19,42,0.452,7,20,0.35,12,22,0.545,10,10,1,2,14,12,2,0,13,4,55,2020,6.3,14,0.452,2.3,6.7,0.35,4,7.3,0.545,3.3,3.3,1,0.7,4.7,4,0.7,0,4.3,1.3,18.3,19.5,0.593,0.536,0.476,0.238,2.7,9.6,39.9,1.2,0,21.9,32.7,99,108,0,0.1,0.1,0.054,0.452,16.8,0.524,0.071,0.286,0.071,0.095,0.476,0.545,1,0.583,0.333,0.25,0.35,0.083,0.286,0.05,0,-16.7,0.9,10,3,3,0,2,NA,29,1,0
"Briann January","CON","G",13,303,10,22,75,0.293,11,31,0.355,11,44,0.25,10,12,0.833,4,16,44,8,2,15,25,65,2020,1.7,5.8,0.293,0.8,2.4,0.355,0.8,3.4,0.25,0.8,0.9,0.833,0.3,1.2,3.4,0.6,0.2,1.2,1.9,5,6.3,0.405,0.367,0.413,0.16,1.5,3.1,21.8,1.3,0.6,15.7,13.8,92,107,-0.1,0.3,0.1,0.019,0.293,18.8,0.587,0,0.147,0.107,0.347,0.413,0.25,NA,0.091,0,0.385,0.355,0.364,0.909,0.032,0,13.9,20.1,9,4,8,1,5,NA,98,0,1
"Moriah Jefferson","DAL","G",9,148,6,18,44,0.409,2,6,0.333,16,38,0.421,7,12,0.583,8,28,18,7,2,15,17,45,2020,2,4.9,0.409,0.2,0.7,0.333,1.8,4.2,0.421,0.8,1.3,0.583,0.9,3.1,2,0.8,0.2,1.7,1.9,5,10.1,0.457,0.432,0.136,0.273,5.9,11.1,20.1,2.4,1.1,23.3,19.5,88,109,-0.2,0.1,-0.1,-0.032,0.409,10.8,0.864,0.159,0.386,0.159,0.136,0.136,0.421,0.714,0.353,0.286,0.5,0.333,0.313,1,0.333,0.5,-22.1,-21.3,4,6,7,1,4,NA,43,1,1
"Glory Johnson","ATL","F",18,277,1,31,83,0.373,11,42,0.262,20,41,0.488,12,24,0.5,7,67,11,15,7,13,27,85,2020,1.7,4.6,0.373,0.6,2.3,0.262,1.1,2.3,0.488,0.7,1.3,0.5,0.4,3.7,0.6,0.8,0.4,0.7,1.5,4.7,10.6,0.454,0.44,0.506,0.289,2.9,14,6,2.7,2.2,12.2,16.8,89,103,-0.2,0.4,0.2,0.025,0.373,17.7,0.494,0.048,0.205,0.133,0.108,0.506,0.488,0.75,0.647,0.182,0.444,0.262,0.7,1,0.024,0,-10.6,-2.7,7,1,15,2,8,NA,29,2,3
"Shenise Johnson","MIN","G",17,212,4,28,82,0.341,6,17,0.353,22,65,0.338,25,28,0.893,10,33,21,16,1,20,18,87,2020,1.6,4.8,0.341,0.4,1,0.353,1.3,3.8,0.338,1.5,1.6,0.893,0.6,1.9,1.2,0.9,0.1,1.2,1.1,5.1,12.7,0.461,0.378,0.207,0.341,5.8,9.5,15.7,3.9,0.4,17.5,24.2,94,102,-0.1,0.3,0.3,0.048,0.341,12,0.793,0.146,0.402,0.122,0.122,0.207,0.338,0.25,0.394,0.3,0.3,0.353,0.227,0.833,0,NA,-5.1,-13.2,6,10,12,0,14,NA,51,3,5
"Alexis Jones","ATL","G",6,53,0,8,21,0.381,7,19,0.368,1,2,0.5,1,2,0.5,0,0,5,3,0,6,3,24,2020,1.3,3.5,0.381,1.2,3.2,0.368,0.2,0.3,0.5,0.2,0.3,0.5,0,0,0.8,0.5,0,1,0.5,4,10.4,0.548,0.548,0.905,0.095,0,0,15.1,2.8,0,21.5,23,92,111,0,0,0,-0.02,0.381,24,0.095,0,0,0.048,0.048,0.905,0.5,NA,NA,0,1,0.368,0,0.571,0,NA,-14.2,-5.8,4,1,2,0,1,NA,12,0,1
"Brionna Jones","CON","F",21,549,21,98,162,0.605,1,1,1,97,161,0.602,38,55,0.691,59,118,21,35,14,34,65,235,2020,4.7,7.7,0.605,0,0,1,4.6,7.7,0.602,1.8,2.6,0.691,2.8,5.6,1,1.7,0.7,1.6,3.1,11.2,20.1,0.631,0.608,0.006,0.34,12,12.6,6.8,3.2,2.3,15.4,17.6,117,99,1.5,1.1,2.6,0.189,0.605,5.6,0.994,0.346,0.488,0.08,0.08,0.006,0.602,0.768,0.582,0.308,0.308,1,0.691,1,0,NA,6.3,15.2,8,12,25,11,29,NA,50,9,11
"Jazmine Jones","NYL","G",20,428,2,69,171,0.404,15,45,0.333,54,126,0.429,63,80,0.788,18,81,45,28,9,57,59,216,2020,3.5,8.6,0.404,0.8,2.3,0.333,2.7,6.3,0.429,3.2,4,0.788,0.9,4.1,2.3,1.4,0.5,2.9,3,10.8,14.3,0.524,0.447,0.263,0.468,4.6,10.4,23.2,3.2,1.6,21.7,27.1,91,102,-0.4,0.7,0.3,0.025,0.404,12.7,0.737,0.14,0.38,0.152,0.064,0.263,0.429,0.667,0.415,0.269,0.364,0.333,0.315,0.933,0.133,0.333,-16.7,1.6,26,21,22,5,35,NA,107,5,10
"Paris Kea","NYL","G",11,165,5,28,73,0.384,13,33,0.394,15,40,0.375,7,8,0.875,5,22,16,7,3,19,12,76,2020,2.5,6.6,0.384,1.2,3,0.394,1.4,3.6,0.375,0.6,0.7,0.875,0.5,2,1.5,0.6,0.3,1.7,1.1,6.9,11.2,0.497,0.473,0.452,0.11,3.3,7.3,21.8,2.1,1.4,19.9,25.5,86,106,-0.3,0.2,-0.1,-0.034,0.384,17.4,0.548,0.082,0.164,0.11,0.192,0.452,0.375,0.5,0.25,0.625,0.286,0.394,0.067,0.308,0.03,0,-23,-6.7,9,8,7,1,4,NA,39,0,5
"Betnijah Laney","ATL","G-F",22,738,22,143,297,0.481,30,74,0.405,113,223,0.507,62,75,0.827,24,107,87,35,2,66,56,378,2020,6.5,13.5,0.481,1.4,3.4,0.405,5.1,10.1,0.507,2.8,3.4,0.827,1.1,4.9,4,1.6,0.1,3,2.5,17.2,18.3,0.573,0.532,0.249,0.253,3.7,8.4,20.2,2.4,0.2,16.7,23.5,107,109,1.4,0.5,1.8,0.099,0.481,13.6,0.751,0.114,0.31,0.138,0.189,0.249,0.507,0.765,0.543,0.463,0.321,0.405,0.416,0.8,0.203,0.267,-6.9,11.2,29,24,15,6,28,NA,195,8,10
"Crystal Langhorne","SEA","F-C",13,107,0,7,17,0.412,1,5,0.2,6,12,0.5,3,6,0.5,3,28,6,1,1,11,7,18,2020,0.5,1.3,0.412,0.1,0.4,0.2,0.5,0.9,0.5,0.2,0.5,0.5,0.2,2.2,0.5,0.1,0.1,0.8,0.5,1.4,3.3,0.458,0.441,0.294,0.353,3.5,15.2,7.7,0.5,0.8,35.9,12.8,70,98,-0.3,0.2,0,-0.015,0.412,12.2,0.706,0.176,0.353,0.176,0,0.294,0.5,1,0.333,0.333,NA,0.2,0.667,0,0,NA,-8.9,-25.6,3,4,4,1,4,NA,17,2,1
"Kiara Leslie","WAS","G",19,414,10,38,108,0.352,17,47,0.362,21,61,0.344,12,13,0.923,15,57,20,9,7,18,27,105,2020,2,5.7,0.352,0.9,2.5,0.362,1.1,3.2,0.344,0.6,0.7,0.923,0.8,3,1.1,0.5,0.4,0.9,1.4,5.5,7.7,0.462,0.431,0.435,0.12,4.3,8.4,7.5,1.1,1.6,13.7,14.8,91,108,-0.2,0.3,0.1,0.006,0.352,15.1,0.565,0.13,0.278,0.037,0.12,0.435,0.344,0.5,0.4,0,0.154,0.362,0.476,0.941,0.191,0.444,-1.9,0.2,10,7,17,0,6,NA,46,1,4
"Jewell Loyd","SEA","G",22,613,22,112,253,0.443,39,100,0.39,73,153,0.477,77,88,0.875,14,52,70,32,6,41,34,340,2020,5.1,11.5,0.443,1.8,4.5,0.39,3.3,7,0.477,3.5,4,0.875,0.6,2.4,3.2,1.5,0.3,1.9,1.5,15.5,19.8,0.583,0.52,0.395,0.348,2.8,4.9,18.6,2.6,0.9,12.3,24.3,113,100,1.8,1.2,3,0.195,0.443,15.9,0.605,0.095,0.221,0.103,0.186,0.395,0.477,0.792,0.375,0.462,0.447,0.39,0.466,0.872,0.22,0.545,14.8,3.4,26,11,19,3,36,NA,166,5,10
"Marina Mabrey","DAL","G",19,405,12,68,158,0.43,38,91,0.418,30,67,0.448,16,24,0.667,11,59,43,25,2,30,36,190,2020,3.6,8.3,0.43,2,4.8,0.418,1.6,3.5,0.448,0.8,1.3,0.667,0.6,3.1,2.3,1.3,0.1,1.6,1.9,10,17.4,0.564,0.551,0.576,0.152,3,8.5,19,3.2,0.4,15.1,22,106,109,0.6,0.2,0.9,0.087,0.43,17.9,0.424,0.076,0.222,0.051,0.076,0.576,0.448,0.917,0.4,0.375,0.167,0.418,0.2,0.816,0.088,0.375,-2,4.5,21,4,15,4,10,NA,96,2,8
"Ezi Magbegor","SEA","C",22,292,0,62,109,0.569,1,3,0.333,61,106,0.575,19,27,0.704,25,54,7,12,16,9,43,144,2020,2.8,5,0.569,0,0.1,0.333,2.8,4.8,0.575,0.9,1.2,0.704,1.1,2.5,0.3,0.5,0.7,0.4,2,6.5,20.1,0.596,0.573,0.028,0.248,10.5,10.8,4.1,2.1,4.9,6.9,19.9,119,97,0.9,0.7,1.6,0.219,0.569,5.6,0.972,0.294,0.587,0.055,0.037,0.028,0.575,0.75,0.531,0.167,0.5,0.333,0.689,1,0,NA,7.8,-8.9,2,4,26,2,16,NA,18,5,8
"Kayla McBride","LVA","G",22,587,22,90,212,0.425,25,73,0.342,65,139,0.468,70,78,0.897,9,51,52,26,2,31,30,275,2020,4.1,9.6,0.425,1.1,3.3,0.342,3,6.3,0.468,3.2,3.5,0.897,0.4,2.3,2.4,1.2,0.1,1.4,1.4,12.5,15.9,0.558,0.483,0.344,0.368,1.9,5,13.3,2.2,0.3,11.2,20.7,110,102,1.2,1,2.2,0.149,0.425,16.8,0.656,0.033,0.245,0.104,0.274,0.344,0.468,0.429,0.538,0.227,0.5,0.342,0.708,0.92,0.137,0.4,8.8,-7.4,10,10,15,6,30,NA,116,3,11
"Angel McCoughtry","LVA","F-G",22,440,22,117,226,0.518,16,34,0.471,101,192,0.526,67,76,0.882,37,112,54,29,6,38,49,317,2020,5.3,10.3,0.518,0.7,1.5,0.471,4.6,8.7,0.526,3,3.5,0.882,1.7,5.1,2.5,1.3,0.3,1.7,2.2,14.4,29.1,0.611,0.553,0.15,0.336,10.2,14.5,22.2,3.3,1.2,12.8,29.7,117,96,2,1.1,3.2,0.288,0.518,11,0.85,0.173,0.376,0.119,0.181,0.15,0.526,0.59,0.576,0.37,0.463,0.471,0.455,1,0,NA,15.6,9.1,14,17,11,6,37,NA,117,8,11
"Teaira McCowan","IND","C",22,461,10,90,168,0.536,0,3,0,90,165,0.545,60,80,0.75,69,161,14,7,22,44,58,240,2020,4.1,7.6,0.536,0,0.1,0,4.1,7.5,0.545,2.7,3.6,0.75,3.1,7.3,0.6,0.3,1,2,2.6,10.9,20.7,0.591,0.536,0.018,0.476,18,21,5.6,0.8,3.8,17.8,23.8,109,111,1.1,0.1,1.2,0.103,0.536,6,0.982,0.31,0.524,0.089,0.06,0.018,0.545,0.731,0.5,0.4,0.2,0,0.711,NA,0,NA,-7.3,5.8,8,10,36,11,29,NA,35,4,14
"Emma Meesseman","WAS","F",20,634,20,109,240,0.454,13,45,0.289,96,195,0.492,29,35,0.829,33,106,90,24,16,40,35,260,2020,5.5,12,0.454,0.7,2.3,0.289,4.8,9.8,0.492,1.5,1.8,0.829,1.7,5.3,4.5,1.2,0.8,2,1.8,13,17.6,0.509,0.481,0.188,0.146,6.1,10.2,25.3,2,2.3,13.5,21.6,104,105,0.8,0.7,1.5,0.096,0.454,12.5,0.813,0.079,0.375,0.213,0.146,0.188,0.492,0.789,0.478,0.373,0.543,0.289,0.771,1,0.067,0,-1.9,0.3,17,11,14,3,14,NA,222,3,4
"Kelsey Mitchell","IND","G",22,706,22,138,308,0.448,56,144,0.389,82,164,0.5,62,73,0.849,6,48,62,14,2,54,62,394,2020,6.3,14,0.448,2.5,6.5,0.389,3.7,7.5,0.5,2.8,3.3,0.849,0.3,2.2,2.8,0.6,0.1,2.5,2.8,17.9,15,0.579,0.539,0.468,0.237,1,4.1,16.2,1,0.2,13.7,24.7,107,118,1.4,-0.5,0.9,0.048,0.448,16.4,0.532,0.11,0.224,0.107,0.091,0.468,0.5,0.765,0.478,0.273,0.5,0.389,0.378,0.804,0.028,0.25,-9.9,0.3,16,22,29,7,32,NA,146,9,11
"Leilani Mitchell","WAS","G",22,673,22,73,179,0.408,29,95,0.305,44,84,0.524,34,39,0.872,11,62,119,18,1,38,46,209,2020,3.3,8.1,0.408,1.3,4.3,0.305,2,3.8,0.524,1.5,1.8,0.872,0.5,2.8,5.4,0.8,0,1.7,2.1,9.5,13.2,0.533,0.489,0.531,0.218,1.9,5.6,28.3,1.4,0.1,16.2,16.1,109,109,1.1,0.3,1.5,0.086,0.408,17.5,0.469,0.078,0.223,0.073,0.095,0.531,0.524,0.786,0.475,0.538,0.412,0.305,0.25,0.759,0.084,0.375,-1.6,1.8,20,9,15,2,16,NA,266,5,11
"Tiffany Mitchell","IND","G",19,502,11,74,214,0.346,17,73,0.233,57,141,0.404,77,81,0.951,15,65,49,12,2,45,49,242,2020,3.9,11.3,0.346,0.9,3.8,0.233,3,7.4,0.404,4.1,4.3,0.951,0.8,3.4,2.6,0.6,0.1,2.4,2.6,12.7,11.2,0.485,0.386,0.341,0.379,3.6,7.8,16.6,1.2,0.3,15.3,26,96,116,0,-0.2,-0.2,-0.017,0.346,14.8,0.659,0.098,0.248,0.173,0.14,0.341,0.404,0.571,0.434,0.378,0.267,0.233,0.421,0.765,0.178,0.385,-7.2,6.6,17,17,21,3,31,NA,108,10,10
"Beatrice Mompremier","CON","F",21,187,0,20,47,0.426,0,0,NA,20,47,0.426,8,18,0.444,32,70,3,5,13,14,28,48,2020,1,2.2,0.426,0,0,NA,1,2.2,0.426,0.4,0.9,0.444,1.5,3.3,0.1,0.2,0.6,0.7,1.3,2.3,12.2,0.437,0.426,0,0.383,19.2,22,2.5,1.4,6.3,20.3,16.2,91,98,-0.1,0.4,0.3,0.062,0.426,6.3,1,0.34,0.404,0.17,0.085,0,0.426,0.563,0.368,0.375,0.25,NA,0.65,NA,NA,NA,-6.8,-9.3,3,6,14,1,9,NA,8,2,8
"Kaleena Mosqueda-Lewis","CON","F",16,164,0,19,64,0.297,12,47,0.255,7,17,0.412,4,7,0.571,1,21,4,3,1,7,17,54,2020,1.2,4,0.297,0.8,2.9,0.255,0.4,1.1,0.412,0.3,0.4,0.571,0.1,1.3,0.3,0.2,0.1,0.4,1.1,3.4,3.2,0.403,0.391,0.734,0.109,0.7,7.5,3.9,0.9,0.6,9.4,19.8,80,105,-0.3,0.2,-0.2,-0.038,0.297,21.6,0.266,0,0.109,0.031,0.125,0.734,0.412,NA,0.571,0.5,0.25,0.255,0.857,1,0.085,0.5,-23.5,-29.8,2,2,8,2,2,NA,10,0,4
"Astou Ndour","DAL","C-F",13,151,7,20,57,0.351,6,25,0.24,14,32,0.438,0,0,NA,13,38,6,3,6,6,29,46,2020,1.5,4.4,0.351,0.5,1.9,0.24,1.1,2.5,0.438,0,0,NA,1,2.9,0.5,0.2,0.5,0.5,2.2,3.5,8.2,0.404,0.404,0.439,0,9.4,14.7,6.7,1,3.3,9.5,18.7,90,110,-0.1,0.1,-0.1,-0.018,0.351,16.3,0.561,0.088,0.228,0.105,0.14,0.439,0.438,1,0.538,0.167,0.125,0.24,0.643,1,0.04,1,-27.2,-27.4,3,0,17,1,0,NA,13,0,3
"Kia Nurse","NYL","G",21,578,18,68,249,0.273,31,130,0.238,37,119,0.311,89,103,0.864,11,60,48,11,4,46,38,256,2020,3.2,11.9,0.273,1.5,6.2,0.238,1.8,5.7,0.311,4.2,4.9,0.864,0.5,2.9,2.3,0.5,0.2,2.2,1.8,12.2,7.7,0.435,0.335,0.522,0.414,2.1,5.7,16.7,0.9,0.5,13.5,25.9,86,110,-1,0.2,-0.8,-0.055,0.273,17,0.478,0.084,0.257,0.04,0.096,0.522,0.311,0.524,0.297,0.3,0.167,0.238,0.324,0.839,0.092,0.25,-16,4.5,21,11,13,10,47,NA,115,4,17
"Leaonna Odom","NYL","F",22,453,16,48,98,0.49,5,20,0.25,43,78,0.551,20,23,0.87,34,50,16,15,8,15,37,121,2020,2.2,4.5,0.49,0.2,0.9,0.25,2,3.5,0.551,0.9,1,0.87,1.5,2.3,0.7,0.7,0.4,0.7,1.7,5.5,11.2,0.56,0.515,0.204,0.235,8.2,6.1,7,1.6,1.4,12.2,12,111,109,0.6,0.2,0.9,0.076,0.49,9,0.796,0.235,0.469,0.071,0.02,0.204,0.551,0.783,0.478,0.429,0,0.25,0.791,1,0.6,0.333,-12.8,9.6,3,11,15,0,13,NA,43,3,9
"Arike Ogunbowale","DAL","G",22,748,22,173,419,0.413,48,143,0.336,125,276,0.453,107,125,0.856,10,61,76,35,0,47,54,501,2020,7.9,19,0.413,2.2,6.5,0.336,5.7,12.5,0.453,4.9,5.7,0.856,0.5,2.8,3.5,1.6,0,2.1,2.5,22.8,20.7,0.528,0.47,0.341,0.298,1.5,4.8,20.5,2.4,0,9,31.2,107,113,1.9,0,1.9,0.103,0.413,15.4,0.659,0.069,0.265,0.158,0.169,0.341,0.453,0.862,0.477,0.303,0.38,0.336,0.256,0.688,0.042,0.333,-2.4,13,16,12,9,15,59,NA,193,16,17
"Nneka Ogwumike","LAS","F",18,476,18,95,167,0.569,9,18,0.5,86,149,0.577,41,49,0.837,21,87,31,19,3,28,41,240,2020,5.3,9.3,0.569,0.5,1,0.5,4.8,8.3,0.577,2.3,2.7,0.837,1.2,4.8,1.7,1.1,0.2,1.6,2.3,13.3,20,0.636,0.596,0.108,0.293,5.5,11.3,10.9,2,0.6,12.9,20.9,117,101,1.5,0.8,2.3,0.192,0.569,9.1,0.892,0.251,0.425,0.066,0.15,0.108,0.577,0.786,0.521,0.455,0.44,0.5,0.744,1,0.167,0,6.3,0.4,11,8,13,7,24,NA,73,7,9
